ID,Material,Spec,Form,Condition,Thickness,Basis,Ftu_L,Ftu_LT,Ftu_ST,Fty_L,Fty_LT,Fty_ST,Fcy_L,Fcy_LT,Fcy_ST,Fsu LS,Fsu TS,Fsu SL,Fbru(ed=1.5)_L,Fbru(ed=1.5)_LT,Fbru(ed=1.5)_ST,Fbru(ed=2.0)_L,Fbru(ed=2.0)_LT,Fbru(ed=2.0)_ST,Fbry(ed=1.5)_L,Fbry(ed=1.5)_LT,Fbry(ed=1.5)_ST,Fbry(ed=2.0)_L,Fbry(ed=2.0)_LT,Fbry(ed=2.0)_ST,e_L,e_LT,e_ST,E_L Pri,E_LT Pri,E_ST Pri,E_L Sec,E_LT Sec,E_ST Sec,Ec_L Pri,Ec_LT Pri,Ec_ST Pri,Ec_L,Ec_LT,Ec_ST,G,v,density,Ref,Table,Material Desc,Form Desc
660,7075 Aluminum Alloy Die Forging,"AMS4126, MIL-A-22771, QQ-A-367",Die Forging,T6,"2.001-3.000""",A,74,70, ,63,60, ,66,63, ,42, , ,104, , ,133, , ,82, , ,94, , ,7,3,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T6 2.001-3.000"""
661,7075 Aluminum Alloy Die Forging,"AMS4126, MIL-A-22771, QQ-A-367",Die Forging,T6,"2.001-3.000""",B,76, , ,65, , ,68,66, ,43, , ,106, , ,136, , ,84, , ,97, , ,,,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T6 2.001-3.000"""
662,7075 Aluminum Alloy Die Forging,"AMS4126, MIL-A-22771, QQ-A-367",Die Forging,T6,"3.001-4.000""",S,73,70, ,62,60, ,65,63, ,42, , ,102, , ,131, , ,81, , ,93, , ,7,2,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T6 3.001-4.000"""
663,7075 Aluminum Alloy Die Forging,"MIL-A-22771, QQ-A-367",Die Forging,T652,"<=1.000""",A,75,71, ,64,60, ,64,65, ,43, , ,105, , ,135, , ,83, , ,96, , ,7,3,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T652 <=1.000"""
664,7075 Aluminum Alloy Die Forging,"MIL-A-22771, QQ-A-367",Die Forging,T652,"<=1.000""",B,78, , ,67, , ,67,69, ,45, , ,109, , ,140, , ,87, , ,100, , ,,,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T652 <=1.000"""
665,7075 Aluminum Alloy Die Forging,"MIL-A-22771, QQ-A-367",Die Forging,T652,"1.001-2.000""",A,74,71, ,63,60, ,63,65, ,43, , ,104, , ,133, , ,82, , ,94, , ,7,3,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T652 1.001-2.000"""
666,7075 Aluminum Alloy Die Forging,"MIL-A-22771, QQ-A-367",Die Forging,T652,"1.001-2.000""",B,77, , ,66, , ,66,68, ,44, , ,108, , ,138, , ,86, , ,99, , ,,,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T652 1.001-2.000"""
667,7075 Aluminum Alloy Die Forging,"MIL-A-22771, QQ-A-367",Die Forging,T652,"2.001-3.000""",A,74,70, ,63,59, ,63,64, ,42, , ,104, , ,133, , ,82, , ,94, , ,7,3,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T652 2.001-3.000"""
668,7075 Aluminum Alloy Die Forging,"MIL-A-22771, QQ-A-367",Die Forging,T652,"2.001-3.000""",B,76, , ,65, , ,65,67, ,43, , ,106, , ,136, , ,84, , ,97, , ,,,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T652 2.001-3.000"""
669,7075 Aluminum Alloy Die Forging,"MIL-A-22771, QQ-A-367",Die Forging,T652,"3.001-4.000""",S,73,70, ,62,59, ,62,64, ,42, , ,102, , ,131, , ,81, , ,93, , ,7,2,,10, , , , , ,10.4, , , , , ,3.8,0.33,0.101,MMPDS-02,3.7.6.0 e1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Die Forging T652 3.001-4.000"""
670,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62","<=.249""",A,78,75, ,70,66, ,70,72, ,41, , ,111, , ,140, , ,92, , ,98, , ,7,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 <=.249"""
671,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62","<=.249""",B,82,79, ,74,70, ,74,76, ,44, , ,117, , ,148, , ,97, , ,114, , ,,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 <=.249"""
672,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62",".250-.499""",A,81,78, ,73,69, ,73,74, ,43, , ,115, , ,146, , ,96, , ,113, , ,7,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 .250-.499"""
673,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62",".250-.499""",B,85,82, ,77,72, ,77,78, ,45, , ,121, , ,153, , ,101, , ,119, , ,,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 .250-.499"""
674,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62",".500-.749""",A,81,77, ,72,67, ,72,73, ,43, , ,115, , ,145, , ,94, , ,111, , ,7,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 .500-.749"""
675,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62",".500-.749""",B,85,81, ,76,71, ,76,77, ,45, , ,120, , ,152, , ,99, , ,117, , ,,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 .500-.749"""
676,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62",".750-1.499""",A,81,75, ,72,65, ,72,71, ,43, , ,113, , ,144, , ,93, , ,110, , ,7,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 .750-1.499"""
677,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62",".750-1.499""",B,85,79, ,76,69, ,76,75, ,45, , ,119, , ,151, , ,98, , ,116, , ,,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 .750-1.499"""
678,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62","1.500-2.999""",A,81,71,67,72,61,56,72,67,62,42, , ,110, , ,141, , ,89, , ,106, , ,7,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 1.500-2.999"""
679,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62","1.500-2.999""",B,85,75,71,76,65,59,76,71,66,44, , ,115, , ,148, , ,94, , ,112, , ,,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 1.500-2.999"""
680,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62","3.000-4.499""",A,81,67,67,71,56,55,71,62,62,40, , ,106, , ,137, , ,84, , ,101, , ,7,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 3.000-4.499"""
681,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62","3.000-4.499""",B,84,69,69,74,59,58,74,64,64,42, , ,110, , ,142, , ,88, , ,105, , ,,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 3.000-4.499"""
682,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62","4.500-5.000""",A,78,63,63,68,52,52,68,57,57,38, , ,101, , ,131, , ,79, , ,95, , ,6,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 4.500-5.000"""
683,7075 Aluminum Alloy Extrusion,AMS-QQ-A-200/11,Extrusion,"T6, T6510, T6511, T62","4.500-5.000""",B,81,65,65,71,55,55,71,60,60,40, , ,105, , ,136, , ,83, , ,100, , ,,,,10.4, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.7.6.0 g1),7000 Series Wrought Aluminum Alloy,"7075 Aluminum Alloy Extrusion T6, T6510, T6511, T62 4.500-5.000"""
684,7150 T7751 AMS 4252,AMS 4252,Plate,T7751,0.250-0.499,S,80,80, ,74,74, ,74,77, ,46, , ,119, , ,154, , ,102, , ,117, , ,8,8,,10.3, , , , , ,10.7, , , , , ,3.9,0.33,0.102,MMPDS-04,3.7.10.0 b2),7000 Series Wrought Aluminum Alloy,7150 T7751 AMS 4252 T7751 0.250-0.499
685,7150 T7751 AMS 4252,AMS 4252,Plate,T7751,0.50-0.749,S,83,83, ,77,76, ,76,79, ,47, , ,124, , ,160, , ,105, , ,120, , ,8,8,,10.3, , , , , ,10.7, , , , , ,3.9,0.33,0.102,MMPDS-04,3.7.10.0 b2),7000 Series Wrought Aluminum Alloy,7150 T7751 AMS 4252 T7751 0.50-0.749
686,7150 T7751 AMS 4252,AMS 4252,Plate,T7751,0.750-1.5,S,84,84, ,78,77, ,77,81, ,48, , ,125, , ,162, , ,106, , ,121, , ,8,8,,10.3, , , , , ,10.7, , , , , ,3.9,0.33,0.102,MMPDS-04,3.7.10.0 b2),7000 Series Wrought Aluminum Alloy,7150 T7751 AMS 4252 T7751 0.750-1.5
687,7150 T7751 AMS 4252,AMS 4252,Plate,T7751,1.501-3.00,A ,82,82,77,76,75,67,75,79, ,47, , ,122, , ,158, , ,104, , ,118, , ,8,8,,10.3, , , , , ,10.7, , , , , ,3.9,0.33,0.102,MMPDS-04,3.7.10.0 b2),7000 Series Wrought Aluminum Alloy,7150 T7751 AMS 4252 T7751 1.501-3.00
688,7150 T7751 AMS 4252,AMS 4252,Plate,T7751,1.501-3.00,B,84,84,81,78,77,71,77,81, ,48, , ,125, , ,162, , ,106, , ,121, , ,8,8,,10.3, , , , , ,10.7, , , , , ,3.9,0.33,0.102,MMPDS-04,3.7.10.0 b2),7000 Series Wrought Aluminum Alloy,7150 T7751 AMS 4252 T7751 1.501-3.00
689,7150 T77511 Extrusion,AMS4345,Extrusion,T77511,0.-0.249,A,85,81, ,78,74, ,78,76, ,44, , ,122, , ,158, , ,100, , ,118, , ,7, , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c2),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.-0.249
690,7150 T77511 Extrusion,AMS4345,Extrusion,T77511,0.-0.249,B,88,84, ,83,79, ,82,81, ,46, , ,126, , ,163, , ,106, , ,125, , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c2),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.-0.249
691,7150 T77511 Extrusion,AMS4345,Extrusion,T77511,0.250-0.499,A,87,82, ,82,76, ,82,80, ,45, , ,124, , ,161, , ,105, , ,124, , ,8, , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c2),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.250-0.499
692,7150 T77511 Extrusion,AMS4345,Extrusion,T77511,0.250-0.499,B,89,86, ,84,79, ,85,82, ,46, , ,127, , ,165, , ,108, , ,127, , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c2),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.250-0.499
693,7150 T77511 Extrusion,AMS4345,Extrusion,T77511,0.500-0.749,A,88,83, ,83,79, ,83,81, ,46, , ,125, , ,162, , ,106, , ,125, , ,9, , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c2),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.500-0.749
694,7150 T77511 Extrusion,AMS4345,Extrusion,T77511,0.500-0.749,B,91,86, ,85,81, ,86,84, ,48, , ,130, , ,168, , ,109, , ,129, , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c2),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.500-0.749
695,7150 T77511 Extrusion,AMS4345,Extrusion,T77511,0.750-2.00,A,89,83, ,84,78, ,84,82, ,46, , ,123, , ,159, , ,108, , ,127, , ,8, , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c2),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.750-2.00
696,7150 T77511 Extrusion,AMS4345,Extrusion,T77511,0.750-2.00,B,90,85, ,85,81, ,87,84, ,47, , ,125, , ,161, , ,109, , ,129, , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c2),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.750-2.00
697,7150 T77511 Extrusion,AMS4325,Wide Extrusion,T77511,0.500-1.00,A,86,84, ,80,79, ,79,80, ,46, , ,122, , ,158, , ,103, , ,123, , ,8, , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c3),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.500-1.00
698,7150 T77511 Extrusion,AMS4325,Wide Extrusion,T77511,0.500-1.00,B,87,86, ,82,80, ,81,82, ,47, , ,123, , ,160, , ,105, , ,126, , , , , ,10.4, , , , , ,10.9, , , , , ,4,0.33,0.102,MMPDS-04,3.7.10.0c3),7000 Series Wrought Aluminum Alloy,7150 T77511 Extrusion T77511 0.500-1.00
699,7255 T751 Plate, ,Plate,T751, ,S,89, , ,86, , ,86, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.103,Alcoa,Spec Sheet,7000 Series Wrought Aluminum Alloy,7255 T751 Plate T751
700,7449 T7651 Plate,AMS4250,Plate,T7651,0.250-1.500,A ,84,83,,78,77,,77,80,,51,51,,116,,,152,,,93,,,108,,,8,8,,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 0.250-1.500
701,7449 T7651 Plate,AMS4250,Plate,T7651,0.250-1.500,B,85,84,,80,79,,79,82,,52,51,,117,,,154,,,95,,,111,,,,,,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 0.250-1.500
702,7449 T7651 Plate,AMS4250,Plate,T7651,1.501-2.500,A ,81,82,77,76,75,67,75,78,79,51,50,,118,,,154,,,94,,,110,,,7,6,3,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 1.501-2.500
703,7449 T7651 Plate,AMS4250,Plate,T7651,1.501-2.500,B,83,85,82,78,79,74,79,82,83,52,52,,123,,,160,,,100,,,116,,,,,,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 1.501-2.500
704,7449 T7651 Plate,AMS4250,Plate,T7651,2.501-3.000,A ,81,81,77,75,74,67,74,77,78,50,50,,119,,,155,,,96,,,112,,,7,5,1.5,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 2.501-3.000
705,7449 T7651 Plate,AMS4250,Plate,T7651,2.501-3.000,B,81,83,80,77,76,72,76,79,80,51,51,,122,,,159,,,99,,,115,,,,,,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 2.501-3.000
706,7449 T7651 Plate,AMS4250,Plate,T7651,3.001-3.500,A ,80,81,77,75,74,67,74,77,78,50,50,,121,,,156,,,97,,,113,,,7,5,1.5,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 3.001-3.500
707,7449 T7651 Plate,AMS4250,Plate,T7651,3.001-3.500,B,81,83,80,77,76,72,76,79,80,51,51,,124,,,160,,,100,,,116,,,,,,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 3.001-3.500
708,7449 T7651 Plate,AMS4250,Plate,T7651,3.501-4.000,A ,79,80,77,74,73,67,73,76,76,49,49,,120,,,155,,,97,,,112,,,6,4,1,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 3.501-4.000
709,7449 T7651 Plate,AMS4250,Plate,T7651,3.501-4.000,B,81,83,80,77,76,72,76,79,80,51,51,,124,,,161,,,101,,,117,,,,,,10.3,,,,,,10.6,,,,,,,,0.103,MMPDS-05,3.7.16.0(b).,7000 Series Wrought Aluminum Alloy,7449 T7651 Plate T7651 3.501-4.000
710,7449-T7951 - Plate,,Plate,T951,"2""",ALCAN,84,82, , , , , , , , , , , , , , , , , , , , , , ,,,, , , , , , , , , , , , , , ,0.103,Alcan,,,"7449-T7951 - Plate T951 2"""
711,7449-T7951 - Plate,,Plate,T951,"2""",ALCAN,84,82, , , , , , , , , , , , , , , , , , , , , , ,,,, , , , , , , , , , , , , , ,0.103,Alcan,,,"7449-T7951 - Plate T951 2"""
712,7475 T7351Plate,AMS4202,Plate,T7351,0.25-1.500,A,70,71,66,59,60,54,58,61,62,41, , ,102, , ,132, , ,81, , ,97, , ,10,9,,10.3, , , , , ,10.6, , , , , ,3.9,0.33,0.101,MMPDS-04,3.7.15.0c),7000 Series Wrought Aluminum Alloy,7475 T7351Plate T7351 0.25-1.500
